sample,group,element,species,spin,expected_eV,fitted_eV,stderr_eV,delta_eV,etchlevel,etchtime
ReTa04,Unknown,Re4f,ReO3 (Re6+),7/2,43.1,43.15094591906259,0.19286811519735364,0.05094591906259183,8.0,80.101
ReTa04,Unknown,Re4f,ReO3 (Re6+),5/2,45.5,45.58824642303394,0.1887655348205883,0.0882464230339366,8.0,80.101
ReTa04,Unknown,Re4f,Re2O7 (Re7+),7/2,45.5,46.7,8.389940826013055e-09,1.2000000000000028,8.0,80.101
ReTa04,Unknown,Re4f,Re2O7 (Re7+),5/2,47.9,49.137300503971346,0.010571505300756873,1.2373005039713476,8.0,80.101
ReTa04,Unknown,Re4f,Re metal,7/2,40.3,40.59966134131172,0.00556587685287605,0.29966134131172595,9.0,90.114
ReTa04,Unknown,Re4f,Re metal,5/2,42.7,43.034621163910714,0.008475891184456507,0.33462116391071106,9.0,90.114
ReTa04,Unknown,Re4f,ReO2 (Re4+),7/2,42.3,41.80000000000002,4.9900833136704336e-08,-0.4999999999999787,9.0,90.114
ReTa04,Unknown,Re4f,ReO2 (Re4+),5/2,44.7,44.23495982259901,0.009984170934943177,-0.46504017740099357,9.0,90.114
ReTa04,Unknown,Re4f,ReO3 (Re6+),7/2,43.1,43.198312404907504,0.18352341344407855,0.09831240490750304,9.0,90.114
ReTa04,Unknown,Re4f,ReO3 (Re6+),5/2,45.5,45.633272227506495,0.17985664561925946,0.13327222750649526,9.0,90.114
ReTa04,Unknown,Re4f,Re2O7 (Re7+),7/2,45.5,46.699999999999974,5.567653362278238e-08,1.1999999999999744,9.0,90.114
ReTa04,Unknown,Re4f,Re2O7 (Re7+),5/2,47.9,49.13495982259897,0.009984170934975245,1.2349598225989737,9.0,90.114
ReTa04,Unknown,Re4f,Re metal,7/2,40.3,40.64735909733066,0.005093573746403509,0.34735909733065995,,
ReTa04,Unknown,Re4f,Re metal,5/2,42.7,43.069899215868936,0.007966702126059391,0.3698992158689336,,
ReTa04,Unknown,Re4f,ReO2 (Re4+),7/2,42.3,41.8,6.56889822761028e-09,-0.5,,
ReTa04,Unknown,Re4f,ReO2 (Re4+),5/2,44.7,44.22254011853828,0.009179298862281525,-0.47745988146172635,,
ReTa04,Unknown,Re4f,ReO3 (Re6+),7/2,43.1,43.43767132831786,0.0659073113639492,0.3376713283178603,,
ReTa04,Unknown,Re4f,ReO3 (Re6+),5/2,45.5,45.86021144685614,0.06383553800001718,0.36021144685614104,,
ReTa04,Unknown,Re4f,Re2O7 (Re7+),7/2,45.5,46.69999999999999,6.281738829965715e-08,1.1999999999999886,,
ReTa04,Unknown,Re4f,Re2O7 (Re7+),5/2,47.9,49.12254011853827,0.00917929886249303,1.2225401185382694,,
